ARG_Name,MGE_Name,PatientCount,Label
ANT3-DPRIME,gene:plasmid:19403,1,PostFMT Only
ANT3-DPRIME,gene:plasmid:19404,1,PostFMT Only
ANT3-DPRIME,gene:plasmid:19405,1,PostFMT Only
ANT3-DPRIME,gene:plasmid:19406,1,PostFMT Only
ANT3-DPRIME,gene:plasmid:19407,1,PostFMT Only
ANT3-DPRIME,gene:plasmid:19408,1,PostFMT Only
ANT3-DPRIME,gene:plasmid:19409,1,PostFMT Only
ANT3-DPRIME,gene:plasmid:19413,1,PostFMT Only
ANT3-DPRIME,gene:plasmid:19447,1,PostFMT Only
ANT3-DPRIME,gene:plasmid:19451,1,PostFMT Only
ANT3-DPRIME,gene:plasmid:19453,1,PostFMT Only
ANT3-DPRIME,gene:plasmid:19454,1,PostFMT Only
ANT3-DPRIME,gene:plasmid:19455,1,PostFMT Only
ANT3-DPRIME,gene:plasmid:19456,1,PostFMT Only
ANT3-DPRIME,gene:plasmid:19467,1,PostFMT Only
ANT3-DPRIME,gene:plasmid:19468,1,PostFMT Only
ANT3-DPRIME,gene:plasmid:19489,1,PostFMT Only
ANT3-DPRIME,gene:plasmid:19493,1,PostFMT Only
ANT3-DPRIME,gene:plasmid:19497,1,PostFMT Only
ANT3-DPRIME,gene:plasmid:19506,1,PostFMT Only
ANT3-DPRIME,gene:plasmid:24743,1,PostFMT Only
ANT3-DPRIME,gene:plasmid:24751,1,PostFMT Only
ANT3-DPRIME,gene:plasmid:24760,1,PostFMT Only
ANT3-DPRIME,gene:plasmid:24763,1,PostFMT Only
ANT3-DPRIME,gene:plasmid:24764,1,PostFMT Only
ANT3-DPRIME,gene:plasmid:24769,1,PostFMT Only
ANT3-DPRIME,gene:plasmid:24770,1,PostFMT Only
ANT3-DPRIME,gene:plasmid:24793,1,PostFMT Only
ANT3-DPRIME,gene:plasmid:24796,1,PostFMT Only
ANT3-DPRIME,gene:plasmid:24797,1,PostFMT Only
ANT3-DPRIME,gene:plasmid:24800,1,PostFMT Only
ANT3-DPRIME,gene:plasmid:24804,1,PostFMT Only
ANT3-DPRIME,gene:plasmid:24805,1,PostFMT Only
ANT3-DPRIME,gene:plasmid:24806,1,PostFMT Only
ANT3-DPRIME,gene:plasmid:24807,1,PostFMT Only
ANT3-DPRIME,gene:plasmid:84548,1,PostFMT Only
ANT6,ICEberg|3|CTnDOT|GenBank|AJ...,1,PostFMT Only
ANT6,gene:plasmid:135617,1,PostFMT Only
ANT6,gene:plasmid:156386,1,PostFMT Only
ANT6,gene:plasmid:15664,3,PostFMT Only
ANT6,gene:plasmid:15665,2,PostFMT Only
APH3-DPRIME,gene:plasmid:130001,1,PostFMT Only
APH3-DPRIME,gene:plasmid:130008,1,PostFMT Only
APH3-DPRIME,gene:plasmid:130009,1,PostFMT Only
APH3-DPRIME,gene:plasmid:20177,1,PostFMT Only
APH3-DPRIME,gene:plasmid:20178,1,PostFMT Only
APH3-DPRIME,gene:plasmid:30130,1,PostFMT Only
APH3-PRIME,gene:plasmid:109090,1,PostFMT Only
APH3-PRIME,gene:plasmid:136190,1,PostFMT Only
APH3-PRIME,gene:plasmid:83771,1,PostFMT Only
APH3-PRIME,gene:plasmid:83787,1,PostFMT Only
APH3-PRIME,gene:plasmid:83899,1,PostFMT Only
APH3-PRIME,gene:plasmid:83934,1,PostFMT Only
APH3-PRIME,gene:plasmid:91552,1,PostFMT Only
APH3-PRIME,gene:plasmid:91555,1,PostFMT Only
APH3-PRIME,gene:plasmid:91606,1,PostFMT Only
APH3-PRIME,gene:plasmid:91640,1,PostFMT Only
APH3-PRIME,gene:plasmid:91643,1,PostFMT Only
APH3-PRIME,gene:plasmid:91648,1,PostFMT Only
ARIR,gene:plasmid:117813,1,PostFMT Only
ARIR,gene:plasmid:142103,1,PostFMT Only
ARIR,gene:plasmid:15993,1,PostFMT Only
ARIR,gene:plasmid:15994,1,PostFMT Only
ARIR,gene:plasmid:25369,1,PostFMT Only
ARIR,gene:proph:169115,1,PostFMT Only
ARIR,gene:proph:172517,2,PostFMT Only
ARIR,gene:proph:172518,2,PostFMT Only
ARIR,gene:proph:172519,2,PostFMT Only
ARIR,gene:proph:172520,2,PostFMT Only
ARIR,gene:proph:172521,2,PostFMT Only
ARIR,gene:proph:172522,2,PostFMT Only
ARIR,gene:proph:172523,2,PostFMT Only
ARIR,gene:proph:172524,2,PostFMT Only
ARIR,gene:proph:172602,1,PostFMT Only
ARIR,gene:proph:176813,1,PostFMT Only
ARIR,gene:proph:176814,1,PostFMT Only
ARIR,gene:proph:177632,1,PostFMT Only
ARIR,gene:proph:177685,1,PostFMT Only
ARIR,gene:proph:177696,1,PostFMT Only
ARIR,gene:proph:179433,4,PostFMT Only
ARIR,gene:proph:179434,1,PostFMT Only
ARIR,gene:proph:179435,1,PostFMT Only
ARIR,gene:proph:181125,1,PostFMT Only
ARIR,gene:proph:181220,1,PostFMT Only
ARIR,gene:proph:183637,1,PostFMT Only
ARIR,gene:vir:79556,1,PostFMT Only
ARIR,gene:vir:79588,1,PostFMT Only
ARIR,gene:vir:93595,1,PostFMT Only
ARIR,gene:vir:93604,1,PostFMT Only
ARNT,gene:plasmid:86276,1,PostFMT Only
ARSA,gene:plasmid:88468,1,PostFMT Only
ARSB,gene:plasmid:156052,1,PostFMT Only
ARSB,gene:plasmid:88331,1,PostFMT Only
ARSB,gene:plasmid:88361,1,PostFMT Only
ARSCM,gene:plasmid:123306,1,PostFMT Only
ARSCM,gene:plasmid:27818,1,PostFMT Only
ARSCM,gene:plasmid:88472,1,PostFMT Only
ARSCM,gene:plasmid:93448,1,PostFMT Only
ARSCM,gene:proph:173726,1,PostFMT Only
ARSRM,gene:plasmid:156035,1,PostFMT Only
ARSRM,gene:plasmid:16011,2,PostFMT Only
ARSRM,gene:plasmid:24694,1,PostFMT Only
ARSRM,gene:plasmid:24698,1,PostFMT Only
ARSRM,gene:plasmid:24699,1,PostFMT Only
ARSRM,gene:plasmid:77695,1,PostFMT Only
ARSRM,gene:plasmid:88298,1,PostFMT Only
ARSRM,gene:plasmid:88299,1,PostFMT Only
ARSRM,gene:plasmid:88300,1,PostFMT Only
ARSRM,gene:plasmid:88459,1,PostFMT Only
ARSRM,gene:plasmid:88461,1,PostFMT Only
ARSRM,gene:plasmid:88462,1,PostFMT Only
ARSRM,gene:plasmid:88463,1,PostFMT Only
ARSRM,gene:plasmid:88464,1,PostFMT Only
ARSRM,gene:plasmid:88465,2,PostFMT Only
ARSRM,gene:plasmid:88466,2,PostFMT Only
ARSRM,gene:plasmid:88468,5,PostFMT Only
ARSRM,gene:plasmid:88473,1,PostFMT Only
ARSRM,gene:plasmid:88474,1,PostFMT Only
ARSRM,gene:plasmid:88475,1,PostFMT Only
ARSRM,gene:plasmid:88476,1,PostFMT Only
ARSRM,gene:proph:173723,1,PostFMT Only
ARSRM,gene:proph:184917,1,PostFMT Only
ARSRM,gene:proph:184921,1,PostFMT Only
ARSRM,gene:vir:101322,1,PostFMT Only
ARSRM,gene:vir:101355,1,PostFMT Only
ARSRM,gene:vir:101356,1,PostFMT Only
ARSRM,gene:vir:101391,1,PostFMT Only
ARSRM,gene:vir:101417,1,PostFMT Only
ASMA,gene:plasmid:120395,1,PostFMT Only
ASMA,gene:plasmid:21988,1,PostFMT Only
ASMA,gene:plasmid:21989,1,PostFMT Only
ASMA,gene:plasmid:93468,1,PostFMT Only
ASMA,gene:plasmid:93469,1,PostFMT Only
ASMA,gene:plasmid:93474,1,PostFMT Only
ASMA,gene:plasmid:93482,1,PostFMT Only
ASMA,gene:plasmid:93509,1,PostFMT Only
ASMA,gene:plasmid:93510,1,PostFMT Only
ASMA,gene:proph:176764,1,PostFMT Only
ASMA,gene:proph:176848,1,PostFMT Only
ASMA,gene:proph:177640,1,PostFMT Only
ASMA,gene:proph:181201,1,PostFMT Only
ASMA,gene:proph:181234,1,PostFMT Only
ASMA,gene:proph:181287,1,PostFMT Only
ASMA,gene:proph:183006,1,PostFMT Only
ASMA,gene:proph:183010,1,PostFMT Only
ASMA,gene:proph:183025,1,PostFMT Only
ASMA,gene:proph:183615,1,PostFMT Only
ASMA,gene:proph:183616,1,PostFMT Only
ASMA,gene:proph:183617,1,PostFMT Only
ASMA,gene:proph:183625,1,PostFMT Only
ASMA,gene:vir:105390,1,PostFMT Only
ASMA,gene:vir:105395,1,PostFMT Only
ASMA,gene:vir:105401,1,PostFMT Only
ASMA,gene:vir:105404,1,PostFMT Only
ASMA,gene:vir:105416,1,PostFMT Only
ASMA,gene:vir:105726,1,PostFMT Only
ASMA,gene:vir:105727,1,PostFMT Only
ASMA,gene:vir:105728,1,PostFMT Only
ASMA,gene:vir:147,1,PostFMT Only
ASMA,gene:vir:148,1,PostFMT Only
ASMA,gene:vir:149,1,PostFMT Only
ASMA,gene:vir:150,1,PostFMT Only
ASMA,gene:vir:151,1,PostFMT Only
ASMA,gene:vir:1919,1,PostFMT Only
ASMA,gene:vir:1921,1,PostFMT Only
ASMA,gene:vir:213,1,PostFMT Only
ASMA,gene:vir:219,1,PostFMT Only
ASMA,gene:vir:3477,1,PostFMT Only
ASR,gene:plasmid:125744,1,PostFMT Only
ASR,gene:proph:159064,1,PostFMT Only
ASR,gene:proph:159065,1,PostFMT Only
ASR,gene:proph:159066,2,PostFMT Only
ASR,gene:proph:159070,2,PostFMT Only
ASR,gene:proph:159071,1,PostFMT Only
ASR,gene:proph:159074,2,PostFMT Only
ASR,gene:proph:163818,1,PostFMT Only
ASR,gene:proph:163918,4,PostFMT Only
ASR,gene:proph:163921,4,PostFMT Only
ASR,gene:proph:163926,1,PostFMT Only
ASR,gene:proph:163927,4,PostFMT Only
ASR,gene:proph:163929,2,PostFMT Only
ASR,gene:proph:163930,2,PostFMT Only
ASR,gene:proph:163931,2,PostFMT Only
ASR,gene:proph:163934,4,PostFMT Only
ASR,gene:proph:163935,4,PostFMT Only
ASR,gene:proph:163937,3,PostFMT Only
ASR,gene:proph:163938,2,PostFMT Only
ASR,gene:proph:163939,1,PostFMT Only
ASR,gene:proph:163942,4,PostFMT Only
ASR,gene:proph:163944,3,PostFMT Only
ASR,gene:proph:163947,4,PostFMT Only
ASR,gene:proph:163948,1,PostFMT Only
ASR,gene:proph:169106,1,PostFMT Only
ASR,gene:proph:169464,1,PostFMT Only
ASR,gene:proph:169512,1,PostFMT Only
ASR,gene:proph:172400,1,PostFMT Only
ASR,gene:proph:172517,1,PostFMT Only
ASR,gene:proph:172550,1,PostFMT Only
ASR,gene:proph:172559,1,PostFMT Only
ASR,gene:proph:173506,1,PostFMT Only
ASR,gene:proph:173881,1,PostFMT Only
ASR,gene:proph:173882,1,PostFMT Only
ASR,gene:proph:173883,1,PostFMT Only
ASR,gene:proph:173886,1,PostFMT Only
ASR,gene:proph:173887,1,PostFMT Only
ASR,gene:proph:173888,1,PostFMT Only
ASR,gene:proph:173889,1,PostFMT Only
ASR,gene:proph:173890,1,PostFMT Only
ASR,gene:proph:173891,1,PostFMT Only
ASR,gene:proph:173892,1,PostFMT Only
ASR,gene:proph:173893,1,PostFMT Only
ASR,gene:proph:173894,1,PostFMT Only
ASR,gene:proph:173895,1,PostFMT Only
ASR,gene:proph:173899,1,PostFMT Only
ASR,gene:proph:173900,1,PostFMT Only
ASR,gene:proph:173901,1,PostFMT Only
ASR,gene:proph:173928,1,PostFMT Only
ASR,gene:proph:173934,1,PostFMT Only
ASR,gene:proph:173951,1,PostFMT Only
ASR,gene:proph:175283,1,PostFMT Only
ASR,gene:proph:176720,1,PostFMT Only
ASR,gene:proph:176806,1,PostFMT Only
ASR,gene:proph:176807,1,PostFMT Only
ASR,gene:proph:176808,1,PostFMT Only
ASR,gene:proph:176845,1,PostFMT Only
ASR,gene:proph:176861,1,PostFMT Only
ASR,gene:proph:176866,1,PostFMT Only
ASR,gene:proph:177426,1,PostFMT Only
ASR,gene:proph:177429,1,PostFMT Only
ASR,gene:proph:177498,1,PostFMT Only
ASR,gene:proph:177584,1,PostFMT Only
ASR,gene:proph:179463,1,PostFMT Only
ASR,gene:proph:179464,1,PostFMT Only
ASR,gene:proph:179465,1,PostFMT Only
ASR,gene:proph:181267,1,PostFMT Only
ASR,gene:proph:181272,1,PostFMT Only
ASR,gene:proph:181284,1,PostFMT Only
ASR,gene:proph:182923,1,PostFMT Only
ASR,gene:proph:182924,1,PostFMT Only
ASR,gene:proph:182925,1,PostFMT Only
ASR,gene:proph:182926,1,PostFMT Only
ASR,gene:proph:182994,1,PostFMT Only
ASR,gene:proph:183007,1,PostFMT Only
ASR,gene:proph:183626,1,PostFMT Only
ASR,gene:proph:183629,1,PostFMT Only
ASR,gene:proph:184990,1,PostFMT Only
ASR,gene:vir:105371,1,PostFMT Only
ASR,gene:vir:105430,1,PostFMT Only
ASR,gene:vir:105726,1,PostFMT Only
ASR,gene:vir:105727,1,PostFMT Only
ASR,gene:vir:105728,1,PostFMT Only
ASR,gene:vir:133,1,PostFMT Only
ASR,gene:vir:150,1,PostFMT Only
ASR,gene:vir:151,1,PostFMT Only
ASR,gene:vir:154,1,PostFMT Only
ASR,gene:vir:236,1,PostFMT Only
ASR,gene:vir:243,1,PostFMT Only
ASR,gene:vir:3474,1,PostFMT Only
BAES,gene:plasmid:88328,1,PostFMT Only
BAES,gene:plasmid:88329,1,PostFMT Only
BAES,gene:proph:176924,1,PostFMT Only
BAES,gene:vir:2013,1,PostFMT Only
BAES,gene:vir:2016,1,PostFMT Only
BAES,gene:vir:2019,1,PostFMT Only
BAES,gene:vir:2021,1,PostFMT Only
BAES,gene:vir:2022,1,PostFMT Only
BAES,gene:vir:2024,1,PostFMT Only
BAES,gene:vir:2025,1,PostFMT Only
BAES,gene:vir:2028,1,PostFMT Only
BAES,gene:vir:2029,1,PostFMT Only
BAES,gene:vir:2030,1,PostFMT Only
BAES,gene:vir:2031,1,PostFMT Only
BAES,gene:vir:2036,1,PostFMT Only
BAES,gene:vir:2039,1,PostFMT Only
BAES,gene:vir:2044,1,PostFMT Only
BAES,gene:vir:2045,1,PostFMT Only
BAES,gene:vir:5693,1,PostFMT Only
BAES,gene:vir:5698,1,PostFMT Only
BAES,gene:vir:5709,1,PostFMT Only
BAES,gene:vir:5718,1,PostFMT Only
BAES,gene:vir:5722,1,PostFMT Only
BAES,gene:vir:6062,1,PostFMT Only
BAES,gene:vir:6063,1,PostFMT Only
BAES,gene:vir:6068,1,PostFMT Only
BAES,gene:vir:6071,1,PostFMT Only
BAES,gene:vir:6079,1,PostFMT Only
BAES,gene:vir:6081,1,PostFMT Only
BAES,gene:vir:6085,1,PostFMT Only
BCR,gene:plasmid:123177,1,PostFMT Only
BCR,gene:proph:161601,1,PostFMT Only
BCR,gene:proph:161602,1,PostFMT Only
BCR,gene:proph:163837,1,PostFMT Only
BCR,gene:proph:172477,1,PostFMT Only
BCR,gene:proph:172581,1,PostFMT Only
BCR,gene:proph:172582,1,PostFMT Only
BCR,gene:proph:172610,1,PostFMT Only
BCR,gene:proph:172665,1,PostFMT Only
BCR,gene:proph:176786,1,PostFMT Only
BCR,gene:proph:176788,1,PostFMT Only
BCR,gene:proph:176789,1,PostFMT Only
BCR,gene:proph:177548,1,PostFMT Only
BCR,gene:proph:177619,1,PostFMT Only
BCR,gene:proph:177622,1,PostFMT Only
BCR,gene:proph:177629,1,PostFMT Only
BCR,gene:proph:177630,1,PostFMT Only
BCR,gene:proph:177683,1,PostFMT Only
BCR,gene:proph:177695,1,PostFMT Only
BCR,gene:proph:181182,1,PostFMT Only
BCR,gene:proph:181184,1,PostFMT Only
BCR,gene:proph:181208,1,PostFMT Only
BCR,gene:vir:104409,1,PostFMT Only
BCR,gene:vir:108421,1,PostFMT Only
BCR,gene:vir:450,1,PostFMT Only
BCR,gene:vir:809,1,PostFMT Only
BCR,gene:vir:8733,1,PostFMT Only
BCR,gene:vir:8776,1,PostFMT Only
BCR,gene:vir:8777,1,PostFMT Only
BHSA,gene:proph:163918,1,PostFMT Only
BHSA,gene:proph:163934,1,PostFMT Only
BHSA,gene:proph:163935,1,PostFMT Only
BHSA,gene:proph:169100,1,PostFMT Only
BHSA,gene:proph:169101,1,PostFMT Only
BHSA,gene:proph:169106,1,PostFMT Only
BHSA,gene:proph:169107,1,PostFMT Only
BHSA,gene:proph:169108,1,PostFMT Only
BHSA,gene:proph:169112,1,PostFMT Only
BHSA,gene:proph:172517,1,PostFMT Only
BHSA,gene:proph:172518,1,PostFMT Only
BHSA,gene:proph:172519,1,PostFMT Only
BHSA,gene:proph:172520,1,PostFMT Only
BHSA,gene:proph:172521,1,PostFMT Only
BHSA,gene:proph:172523,1,PostFMT Only
BHSA,gene:proph:172524,1,PostFMT Only
BHSA,gene:proph:172550,1,PostFMT Only
BHSA,gene:proph:172551,1,PostFMT Only
BHSA,gene:proph:173955,1,PostFMT Only
BHSA,gene:proph:176039,1,PostFMT Only
BHSA,gene:proph:176799,1,PostFMT Only
BHSA,gene:proph:176800,1,PostFMT Only
BHSA,gene:proph:176804,1,PostFMT Only
BHSA,gene:proph:177498,1,PostFMT Only
BHSA,gene:proph:177501,1,PostFMT Only
BHSA,gene:proph:177584,1,PostFMT Only
BHSA,gene:proph:181222,1,PostFMT Only
BHSA,gene:vir:104416,1,PostFMT Only
BHSA,gene:vir:108417,1,PostFMT Only
BLAEC,gene:plasmid:109300,2,PostFMT Only
CADX,gene:proph:175652,1,PostFMT Only
CADX,gene:proph:175655,1,PostFMT Only
CADX,gene:proph:175656,1,PostFMT Only
CADX,gene:proph:175658,1,PostFMT Only
CATA,gene:plasmid:117782,1,PostFMT Only
CATA,gene:plasmid:24253,1,PostFMT Only
CEPA,ICEberg|65|CTnGERM1|GenBank...,1,PostFMT Only
CFX,gene:plasmid:133362,1,PostFMT Only
CFX,gene:plasmid:133366,1,PostFMT Only
CFX,gene:plasmid:133367,1,PostFMT Only
CFX,gene:plasmid:133368,1,PostFMT Only
CFX,gene:plasmid:133369,1,PostFMT Only
CFX,gene:plasmid:133373,1,PostFMT Only
CFX,gene:plasmid:133374,1,PostFMT Only
CFX,gene:plasmid:133377,1,PostFMT Only
CFX,gene:plasmid:133381,1,PostFMT Only
CFX,gene:plasmid:133383,1,PostFMT Only
CFX,gene:plasmid:133384,1,PostFMT Only
CFX,gene:plasmid:133385,1,PostFMT Only
CFX,gene:plasmid:133388,1,PostFMT Only
CFX,gene:plasmid:133391,1,PostFMT Only
CFX,gene:plasmid:133392,1,PostFMT Only
CFX,gene:plasmid:133394,1,PostFMT Only
CFX,gene:plasmid:133396,1,PostFMT Only
CFX,gene:plasmid:133400,1,PostFMT Only
CFX,gene:plasmid:133401,1,PostFMT Only
CFX,gene:plasmid:133402,1,PostFMT Only
CFX,gene:plasmid:141426,13,PostFMT Only
CFX,gene:plasmid:141431,1,PostFMT Only
CHAA,gene:plasmid:117813,1,PostFMT Only
CHAA,gene:plasmid:15993,1,PostFMT Only
CHAA,gene:plasmid:15994,1,PostFMT Only
CHAA,gene:proph:172516,1,PostFMT Only
CHAA,gene:proph:172517,2,PostFMT Only
CHAA,gene:proph:172518,2,PostFMT Only
CHAA,gene:proph:172519,2,PostFMT Only
CHAA,gene:proph:172520,2,PostFMT Only
CHAA,gene:proph:172521,2,PostFMT Only
CHAA,gene:proph:172522,2,PostFMT Only
CHAA,gene:proph:172523,2,PostFMT Only
CHAA,gene:proph:172524,2,PostFMT Only
CHAA,gene:proph:176039,1,PostFMT Only
CHAA,gene:proph:176040,1,PostFMT Only
CHAA,gene:proph:176060,1,PostFMT Only
CHAA,gene:proph:176071,1,PostFMT Only
CHAA,gene:proph:176073,1,PostFMT Only
CHAA,gene:proph:176755,1,PostFMT Only
CHAA,gene:proph:176757,1,PostFMT Only
CHAA,gene:proph:176758,1,PostFMT Only
CHAA,gene:proph:176759,1,PostFMT Only
CHAA,gene:proph:176763,1,PostFMT Only
CHAA,gene:proph:176764,1,PostFMT Only
CHAA,gene:proph:176765,1,PostFMT Only
CHAA,gene:proph:176766,1,PostFMT Only
CHAA,gene:proph:176768,1,PostFMT Only
CHAA,gene:proph:176772,1,PostFMT Only
CHAA,gene:proph:176774,1,PostFMT Only
CHAA,gene:proph:176775,1,PostFMT Only
CHAA,gene:proph:176778,1,PostFMT Only
CHAA,gene:proph:176779,1,PostFMT Only
CHAA,gene:proph:176780,1,PostFMT Only
CHAA,gene:proph:176786,1,PostFMT Only
CHAA,gene:proph:176788,1,PostFMT Only
CHAA,gene:proph:176790,1,PostFMT Only
CHAA,gene:proph:176791,1,PostFMT Only
CHAA,gene:proph:176795,1,PostFMT Only
CHAA,gene:proph:176797,1,PostFMT Only
CHAA,gene:proph:176813,1,PostFMT Only
CHAA,gene:proph:179433,1,PostFMT Only
CHAA,gene:proph:181166,1,PostFMT Only
CHAA,gene:proph:181168,1,PostFMT Only
CHAA,gene:proph:181171,1,PostFMT Only
CHAA,gene:proph:181174,1,PostFMT Only
CHAA,gene:proph:181177,1,PostFMT Only
CHAA,gene:proph:181180,1,PostFMT Only
CHAA,gene:proph:181182,1,PostFMT Only
CHAA,gene:proph:181184,1,PostFMT Only
CHAA,gene:proph:181191,1,PostFMT Only
CHAA,gene:proph:181192,1,PostFMT Only
CHAA,gene:proph:181193,1,PostFMT Only
CHAA,gene:proph:181195,1,PostFMT Only
CHAA,gene:proph:181203,1,PostFMT Only
CHAA,gene:proph:181206,1,PostFMT Only
CHAA,gene:proph:181209,1,PostFMT Only
CHAA,gene:proph:181211,1,PostFMT Only
CHAA,gene:proph:181213,1,PostFMT Only
CHAA,gene:proph:181217,1,PostFMT Only
CHAA,gene:proph:181225,1,PostFMT Only
CHAA,gene:proph:183003,1,PostFMT Only
CHAA,gene:vir:10232,1,PostFMT Only
CHAA,gene:vir:108541,1,PostFMT Only
CHAA,gene:vir:108544,1,PostFMT Only
CHAA,gene:vir:1915,1,PostFMT Only
CHAA,gene:vir:95339,1,PostFMT Only
CMY,gene:plasmid:117706,1,PostFMT Only
CMY,gene:plasmid:117731,1,PostFMT Only
CMY,gene:plasmid:117732,1,PostFMT Only
CMY,gene:plasmid:117735,1,PostFMT Only
CMY,gene:plasmid:117738,1,PostFMT Only
CMY,gene:plasmid:117739,1,PostFMT Only
CMY,gene:plasmid:117740,1,PostFMT Only
CMY,gene:plasmid:117741,1,PostFMT Only
CMY,gene:plasmid:117742,1,PostFMT Only
CMY,gene:plasmid:117781,1,PostFMT Only
CMY,gene:plasmid:117818,1,PostFMT Only
CMY,gene:plasmid:117820,1,PostFMT Only
CMY,gene:plasmid:117821,1,PostFMT Only
CMY,gene:plasmid:117823,1,PostFMT Only
CMY,gene:plasmid:121510,1,PostFMT Only
CMY,gene:plasmid:121584,1,PostFMT Only
CMY,gene:plasmid:123182,1,PostFMT Only
CMY,gene:plasmid:123231,1,PostFMT Only
CMY,gene:plasmid:136136,1,PostFMT Only
CMY,gene:plasmid:136204,1,PostFMT Only
CMY,gene:plasmid:151254,1,PostFMT Only
CMY,gene:plasmid:151291,1,PostFMT Only
CMY,gene:plasmid:19408,1,PostFMT Only
CMY,gene:plasmid:19409,1,PostFMT Only
CMY,gene:plasmid:19506,1,PostFMT Only
CMY,gene:plasmid:24721,1,PostFMT Only
CMY,gene:plasmid:83929,1,PostFMT Only
CMY,gene:plasmid:84548,1,PostFMT Only
CMY,gene:plasmid:91147,1,PostFMT Only
CMY,gene:plasmid:91579,1,PostFMT Only
CMY,gene:plasmid:91595,1,PostFMT Only
